ma_sv,nam_hoc,hoc_ky,nam,ma_mon,ten_mon,khoi_kien_thuc,so_tin_chi,profile,diem_cc,diem_bt,diem_gk,diem_ck,diem_tong,xep_loai,diem_gpa,lms_logins,so_lan_vang,ty_le_nop_bai,muc_tham_gia,gio_tu_hoc,ielts_score,dat_mon,dropout_risk,risk_level,dat_PLO1,dat_PLO2,dat_PLO3,dat_PLO4,dat_PLO5,dat_PLO6,dat_PLO7,dat_PLO8,dat_PLO9,dat_PLO10
SV0602,2023-2024,1,3,DSB13001,Xác suất thống kê,2,3,good,9.8,6.02,5.02,7.7,6.77,C+,2.5,45,1,0.841,5.65,18.0,3.0,1,0,Thấp,0.0,,1.0,0.0,,,,,,
SV0603,2023-2024,1,3,DSB43024,Đạo đức trong KHDL,3,3,excellent,9.79,9.42,9.79,10.0,9.8,A+,4.0,53,4,1.0,8.14,29.3,4.6,1,0,Trung bình,,,,0.0,,,,,,1.0
SV0603,2023-2024,2,3,BEB14126,Tiếng Anh nền tảng 1,1,4,excellent,9.23,10.0,10.0,8.65,9.39,A,4.0,57,1,1.0,7.82,29.3,4.6,1,0,Thấp,,,,,,1.0,,,,
SV0603,2023-2024,2,3,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,excellent,8.82,7.4,8.12,7.83,7.93,F,0.0,58,0,0.871,9.46,29.3,4.6,1,0,Thấp,,0.0,,,,,,,,1.0
SV0603,2023-2024,2,3,BEB12010,Văn hóa toàn cầu,1,2,excellent,10.0,8.07,8.97,6.12,7.76,B,3.0,54,1,0.922,7.23,29.3,4.6,1,0,Thấp,,,,,,1.0,,,,0.0
SV0604,2024-2025,2,4,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,good,7.63,10.0,6.28,8.71,8.13,B+,3.5,34,2,0.954,6.49,13.9,4.6,1,0,Thấp,,1.0,,,,,,,,1.0
SV0604,2024-2025,2,4,BEB14128,Tiếng Anh học thuật nâng cao,1,4,good,7.02,7.98,7.6,7.45,7.56,B,3.0,28,2,0.852,8.6,13.9,4.6,1,0,Thấp,,,,,,1.0,,,,
SV0604,2024-2025,1,4,BEB14127,Tiếng Anh nền tảng 2,1,4,good,8.08,7.95,6.01,9.37,7.95,F,0.0,38,0,1.0,7.75,13.9,4.6,1,0,Thấp,,,,,,1.0,,,,
SV0604,2024-2025,2,4,BEB32124,Chủ nghĩa xã hội khoa học,1,2,good,8.5,8.25,7.06,8.61,8.06,B+,3.5,31,1,0.97,8.12,13.9,4.6,1,0,Thấp,,,,,,,,,,0.0
SV0605,2022-2023,2,2,CSB25022,Thiết kế & phát triển ứng dụng web,3,5,excellent,9.21,10.0,9.91,10.0,9.9,A+,4.0,71,0,0.835,8.59,31.4,4.9,1,0,Thấp,1.0,1.0,,,1.0,,,,,
SV0605,2022-2023,1,2,DSB45028,Phân tích dữ liệu cho KHSS,3,5,excellent,9.47,8.61,6.66,8.62,8.12,B+,3.5,42,3,0.811,6.74,31.4,4.9,1,0,Thấp,,,1.0,1.0,,,,,,
SV0605,2022-2023,1,2,DSB45035,Ngôn ngữ tự nhiên,3,5,excellent,9.41,7.7,7.69,8.46,8.17,B+,3.5,51,0,0.84,7.47,31.4,4.9,1,0,Thấp,1.0,,0.0,,,,,,,
SV0605,2022-2023,1,2,CSB22024,Thuật toán và cấu trúc dữ liệu,2,2,excellent,8.0,7.94,7.99,8.76,8.29,B+,3.5,57,1,0.916,10.0,31.4,4.9,1,0,Thấp,1.0,,0.0,,,,,,,
SV0606,2021-2022,1,1,BEB12013,Văn hóa và Giáo dục Anh,1,2,below_avg,5.55,6.27,4.17,3.42,4.43,D,1.0,6,4,0.74,4.54,17.5,4.7,1,0,Cao,,,,,,1.0,,,,
SV0606,2021-2022,2,1,CSB13054,Nhập môn lập trình và máy tính,2,3,below_avg,6.34,4.22,6.66,5.79,5.79,C,2.0,9,4,0.437,3.84,17.5,4.7,1,0,Trung bình,1.0,,0.0,,,,,,,
SV0606,2021-2022,2,1,BEB14126,Tiếng Anh nền tảng 1,1,4,below_avg,5.9,4.38,2.15,3.7,3.59,F,0.0,24,2,0.742,4.42,17.5,4.7,0,0,Cao,,,,,,1.0,,,,
SV0606,2021-2022,2,1,BEB12001,Kỹ năng học thuật,1,2,below_avg,5.52,3.59,5.33,3.78,4.38,D,1.0,13,1,0.745,5.01,17.5,4.7,1,0,Cao,,,,,,0.0,,,0.0,
SV0607,2021-2022,1,1,DSB43024,Đạo đức trong KHDL,3,3,average,7.37,6.97,4.77,7.37,6.51,C+,2.5,29,4,0.995,6.89,8.1,5.1,1,0,Trung bình,,,,1.0,,,,,,1.0
SV0607,2021-2022,2,1,DSB23018,Phân tích dữ liệu lớn,3,3,average,8.33,6.93,6.24,7.05,6.91,F,0.0,25,5,0.598,6.23,8.1,5.1,1,0,Trung bình,,,0.0,1.0,0.0,,,,,
SV0607,2021-2022,1,1,DSB23015,Thách thức dữ liệu 1,2,3,average,5.65,8.78,4.38,5.06,5.66,C,2.0,21,3,0.702,6.73,8.1,5.1,1,0,Trung bình,,,1.0,,,,1.0,1.0,,
SV0607,2021-2022,2,1,DSB23016,Đại số tuyến tính,2,3,average,6.64,6.47,7.33,4.17,5.83,C,2.0,45,2,0.309,5.51,8.1,5.1,1,0,Trung bình,1.0,,0.0,,,,,,,
SV0608,2023-2024,2,3,DSB13002,Tiếng Anh trong CNTT,1,3,good,10.0,8.12,7.44,8.25,8.15,B+,3.5,27,0,1.0,7.18,11.4,5.0,1,0,Thấp,0.0,,,,,1.0,,,,
SV0608,2023-2024,2,3,BEB15138,Tiếng Anh học thuật 2,1,5,good,9.76,7.21,5.7,10.0,8.13,B+,3.5,30,1,0.724,6.8,11.4,5.0,1,0,Thấp,,,,,,1.0,,,,
SV0608,2023-2024,2,3,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,good,7.35,8.68,4.92,9.01,7.55,B,3.0,50,2,0.869,7.78,11.4,5.0,1,0,Thấp,,1.0,,,1.0,,,,,
SV0608,2023-2024,2,3,CSB25017,Lập trình hướng đối tượng,2,5,good,8.87,6.6,8.19,6.76,7.37,B,3.0,47,0,0.596,7.39,11.4,5.0,1,0,Thấp,1.0,0.0,,,,,,,,
SV0609,2022-2023,1,2,DSB25031,Học máy và Học sâu,3,5,excellent,8.55,8.72,8.19,7.95,8.24,B+,3.5,53,0,0.685,9.22,23.0,5.7,1,0,Thấp,1.0,1.0,1.0,,,,,,,
SV0609,2022-2023,2,2,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,excellent,10.0,9.95,7.24,9.43,8.93,A,4.0,66,0,0.72,9.54,23.0,5.7,1,0,Thấp,,,,,,,,1.0,1.0,
SV0609,2022-2023,1,2,DSB15029,Thách thức dữ liệu: khai phá,3,5,excellent,7.98,9.7,7.67,8.46,8.42,F,0.0,49,2,0.721,7.39,23.0,5.7,1,0,Thấp,,,1.0,,,,,1.0,,
SV0609,2022-2023,2,2,DSB45027,Internet kết nối vạn vật,3,5,excellent,10.0,10.0,6.99,8.52,8.51,A,4.0,74,0,0.765,8.78,23.0,5.7,1,0,Thấp,,,1.0,,1.0,,,,,
SV0610,2021-2022,1,1,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,below_avg,5.58,4.62,4.7,5.02,4.9,F,0.0,16,6,0.64,4.81,13.5,3.9,1,0,Trung bình,,,,,,0.0,,,,
SV0610,2021-2022,2,1,CSB13054,Nhập môn lập trình và máy tính,2,3,below_avg,7.3,4.81,3.31,5.73,4.97,F,0.0,14,6,0.173,4.63,13.5,3.9,1,0,Trung bình,1.0,,0.0,,,,,,,
SV0610,2021-2022,1,1,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,below_avg,6.72,3.92,5.22,4.5,4.82,D,1.0,21,8,0.746,5.79,13.5,3.9,1,0,Cao,,1.0,0.0,,,,,,,
SV0610,2021-2022,2,1,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,below_avg,5.43,3.16,3.28,3.44,3.53,F,0.0,19,3,0.544,4.85,13.5,3.9,0,0,Cao,,1.0,,,0.0,,,,,
SV0611,2023-2024,2,3,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,at_risk,4.58,2.17,4.09,2.57,3.15,F,0.0,11,6,0.42,2.71,3.7,4.4,0,1,Cao,,0.0,,,,,,,,0.0
SV0611,2023-2024,2,3,DSB45025,Thách thức dữ liệu nâng cao,3,5,at_risk,3.74,3.69,3.6,3.69,3.67,F,0.0,6,7,0.613,2.49,3.7,4.4,0,1,Cao,,,0.0,,,,,1.0,0.0,
SV0611,2023-2024,2,3,CSB25020,Toán cho khoa học máy tính,2,5,at_risk,3.67,3.38,2.84,3.91,3.46,F,0.0,7,8,0.423,3.48,3.7,4.4,0,1,Cao,0.0,,1.0,,,,,,,
SV0611,2023-2024,1,3,BEB14132,Chuẩn bị kỹ năng IELTS L3,1,4,at_risk,4.34,2.46,3.48,4.69,3.85,F,0.0,0,7,0.293,3.09,3.7,4.4,0,1,Cao,,,,,,1.0,,,,
SV0612,2023-2024,2,3,DSB23016,Đại số tuyến tính,2,3,average,6.28,7.06,3.23,5.85,5.35,D+,1.5,30,5,0.563,6.39,16.5,4.6,1,0,Trung bình,0.0,,1.0,,,,,,,
SV0612,2023-2024,1,3,DSB23015,Thách thức dữ liệu 1,2,3,average,6.54,4.52,4.09,7.0,5.58,C,2.0,31,2,0.462,6.38,16.5,4.6,1,0,Trung bình,,,0.0,,,,0.0,1.0,,
SV0612,2023-2024,1,3,BEB14127,Tiếng Anh nền tảng 2,1,4,average,4.88,5.1,4.38,4.52,4.63,D,1.0,42,0,0.62,7.11,16.5,4.6,1,0,Trung bình,,,,,,1.0,,,,
SV0612,2023-2024,2,3,BEB15138,Tiếng Anh học thuật 2,1,5,average,7.33,7.78,8.14,5.84,7.07,B,3.0,33,4,0.721,5.96,16.5,4.6,1,0,Trung bình,,,,,,0.0,,,,
SV0613,2023-2024,1,3,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,average,8.79,5.99,3.93,6.47,5.84,C,2.0,35,3,0.527,7.34,22.2,4.9,1,0,Trung bình,1.0,1.0,1.0,,,,,,,
SV0613,2023-2024,1,3,BEB13009,Khởi sự kinh doanh,1,3,average,6.84,5.75,5.59,6.24,6.0,C,2.0,27,4,0.77,7.77,22.2,4.9,1,0,Trung bình,,,,1.0,,,,0.0,,
SV0613,2023-2024,2,3,BEB12001,Kỹ năng học thuật,1,2,average,8.16,6.4,6.09,5.33,6.05,C,2.0,25,3,0.843,7.38,22.2,4.9,1,0,Thấp,,,,,,0.0,,,0.0,
SV0613,2023-2024,1,3,DSB410026,Đồ án tốt nghiệp,5,10,average,5.0,6.97,6.66,7.37,6.84,C+,2.5,38,4,0.975,6.81,22.2,4.9,1,0,Trung bình,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
SV0614,2023-2024,2,3,CSB25017,Lập trình hướng đối tượng,2,5,at_risk,5.43,3.49,2.3,4.11,3.58,F,0.0,13,11,0.674,3.1,16.0,3.5,0,1,Cao,0.0,1.0,,,,,,,,
SV0614,2023-2024,2,3,DSB25030,Đại số tuyến tính cho KHDL,2,5,at_risk,6.4,5.09,3.31,1.54,3.27,F,0.0,0,6,0.461,5.0,16.0,3.5,0,1,Cao,0.0,,0.0,,,,,,,
SV0614,2023-2024,1,3,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,at_risk,6.48,2.65,1.68,1.79,2.4,F,0.0,0,6,0.474,3.67,16.0,3.5,0,1,Cao,0.0,1.0,0.0,,,,,,,
SV0614,2023-2024,1,3,BEB12002,Tin học ứng dụng,1,2,at_risk,4.2,3.51,2.17,4.31,3.49,F,0.0,10,9,0.368,3.67,16.0,3.5,0,1,Cao,0.0,,,,,,,,,
SV0615,2022-2023,2,2,DSB33020,Dự đoán ứng dụng,3,3,average,6.79,7.68,5.02,5.77,6.03,C,2.0,26,3,0.619,6.83,8.8,4.7,1,0,Thấp,,,1.0,1.0,,,,,,
SV0615,2022-2023,1,2,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,average,6.73,6.92,5.97,7.93,7.02,B,3.0,37,1,1.0,6.52,8.8,4.7,1,0,Thấp,1.0,1.0,0.0,,,,,,,
SV0615,2022-2023,2,2,CSB25020,Toán cho khoa học máy tính,2,5,average,5.34,6.23,5.27,8.69,6.84,C+,2.5,23,3,0.879,7.43,8.8,4.7,1,0,Thấp,1.0,,0.0,,,,,,,
SV0615,2022-2023,2,2,DSB13002,Tiếng Anh trong CNTT,1,3,average,8.67,6.3,6.97,7.23,7.11,B,3.0,38,2,0.753,4.2,8.8,4.7,1,0,Thấp,0.0,,,,,1.0,,,,
SV0616,2022-2023,2,2,CSB13054,Nhập môn lập trình và máy tính,2,3,good,7.07,9.28,6.88,7.62,7.68,B,3.0,54,0,0.692,7.17,15.3,5.6,1,0,Thấp,1.0,,0.0,,,,,,,
SV0616,2022-2023,2,2,DSB23018,Phân tích dữ liệu lớn,3,3,good,6.93,5.93,6.08,7.78,6.81,C+,2.5,45,0,0.853,9.45,15.3,5.6,1,0,Thấp,,,1.0,0.0,0.0,,,,,
SV0616,2022-2023,2,2,CSB25017,Lập trình hướng đối tượng,2,5,good,7.16,6.58,6.64,6.87,6.77,C+,2.5,27,1,0.883,7.31,15.3,5.6,1,0,Thấp,1.0,1.0,,,,,,,,
SV0616,2022-2023,2,2,BEB13116,Tư duy thiết kế,1,3,good,6.42,7.85,7.87,5.58,6.81,C+,2.5,53,0,0.679,7.7,15.3,5.6,1,0,Thấp,,1.0,,,,,,0.0,,
SV0617,2022-2023,2,2,DSB45025,Thách thức dữ liệu nâng cao,3,5,average,6.58,3.98,7.0,6.56,6.18,C,2.0,11,4,0.842,5.26,15.5,4.2,1,0,Trung bình,,,1.0,,,,,1.0,1.0,
SV0617,2022-2023,2,2,BEB14126,Tiếng Anh nền tảng 1,1,4,average,6.04,8.24,6.45,8.64,7.64,B,3.0,31,3,0.718,6.03,15.5,4.2,1,0,Thấp,,,,,,1.0,,,,
SV0617,2022-2023,2,2,BEB23122,Triết học Mác-Lênin,1,3,average,7.74,6.14,6.42,6.58,6.56,C+,2.5,27,2,0.75,7.28,15.5,4.2,1,0,Thấp,,,,,,,,,,0.0
SV0617,2022-2023,1,2,DSB43024,Đạo đức trong KHDL,3,3,average,7.39,6.01,7.28,3.81,5.65,C,2.0,32,1,0.609,6.05,15.5,4.2,1,0,Trung bình,,,,1.0,,,,,,0.0
SV0618,2021-2022,2,1,CSB25020,Toán cho khoa học máy tính,2,5,excellent,9.16,10.0,8.22,8.0,8.58,A,4.0,46,0,0.731,10.0,24.5,5.3,1,0,Thấp,0.0,,1.0,,,,,,,
SV0618,2021-2022,2,1,BEB14128,Tiếng Anh học thuật nâng cao,1,4,excellent,9.9,10.0,9.38,10.0,9.8,A+,4.0,54,0,1.0,10.0,24.5,5.3,1,0,Thấp,,,,,,1.0,,,,
SV0618,2021-2022,2,1,BEB14137,Tiếng Anh học thuật 1,1,4,excellent,10.0,9.83,7.05,8.75,8.58,A,4.0,66,1,0.84,10.0,24.5,5.3,1,0,Thấp,,,,,,1.0,,,,
SV0618,2021-2022,2,1,CSB13054,Nhập môn lập trình và máy tính,2,3,excellent,10.0,9.25,9.15,9.54,9.41,F,0.0,65,2,0.782,9.16,24.5,5.3,1,0,Thấp,1.0,,1.0,,,,,,,
SV0619,2022-2023,1,2,BEB11003,Kỹ năng giao tiếp LT,1,1,below_avg,7.51,3.64,4.38,4.63,4.64,D,1.0,26,6,0.469,5.99,10.8,4.1,1,0,Trung bình,,,,,,,0.0,,,
SV0619,2022-2023,1,2,DSB23017,Thách thức dữ liệu 2,3,3,below_avg,7.05,3.39,5.34,5.86,5.33,D+,1.5,27,2,0.483,5.72,10.8,4.1,1,0,Trung bình,,,1.0,,,,1.0,1.0,,
SV0619,2022-2023,1,2,BEB15139,Tiếng Anh học thuật 3,1,5,below_avg,7.44,6.65,5.0,4.77,5.48,F,0.0,24,7,0.588,4.81,10.8,4.1,1,0,Cao,,,,,,0.0,,,,
SV0619,2022-2023,2,2,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,below_avg,5.99,5.0,2.68,5.13,4.45,D,1.0,29,6,0.693,4.95,10.8,4.1,1,0,Cao,,,,,,,,1.0,1.0,
SV0620,2021-2022,2,1,BEB14131,Chuẩn bị kỹ năng IELTS L2,1,4,below_avg,6.56,5.48,5.1,4.92,5.25,D+,1.5,8,4,0.506,5.05,11.6,4.0,1,0,Trung bình,,,,,,0.0,,,,
SV0620,2021-2022,1,1,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,below_avg,4.89,4.48,6.07,4.81,5.13,D+,1.5,28,4,0.55,5.5,11.6,4.0,1,0,Trung bình,1.0,1.0,0.0,,,,,,,
SV0620,2021-2022,2,1,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,below_avg,5.28,6.0,6.31,3.57,5.05,D+,1.5,6,6,0.56,3.65,11.6,4.0,1,0,Trung bình,,0.0,,,,,,,,0.0
SV0620,2021-2022,1,1,DSB33021,Kỹ thuật mô hình hóa,3,3,below_avg,5.44,3.62,5.63,3.52,4.37,D,1.0,20,8,0.568,4.88,11.6,4.0,1,0,Cao,,0.0,1.0,,,,,,,
SV0621,2023-2024,1,3,CSB35040,Kiểm thử phần mềm,3,5,at_risk,4.9,4.99,3.73,1.03,3.02,F,0.0,23,7,0.212,1.9,12.9,4.0,0,1,Cao,,0.0,,,0.0,,,,,
SV0621,2023-2024,1,3,CSB13055,Lập trình Java,2,3,at_risk,6.62,3.6,4.36,2.69,3.77,F,0.0,14,8,0.544,2.43,12.9,4.0,0,1,Cao,1.0,1.0,,,,,,,,
SV0621,2023-2024,1,3,BEB22034,Tư tưởng Hồ Chí Minh,1,2,at_risk,6.12,3.74,4.06,0.0,2.58,F,0.0,0,7,0.651,2.56,12.9,4.0,0,1,Cao,,,,,,,,,,1.0
SV0621,2023-2024,2,3,DSB33020,Dự đoán ứng dụng,3,3,at_risk,4.68,2.28,3.28,1.86,2.65,F,0.0,0,9,0.627,4.02,12.9,4.0,0,1,Cao,,,0.0,0.0,,,,,,
SV0622,2024-2025,1,4,DSB23017,Thách thức dữ liệu 2,3,3,at_risk,3.84,3.47,2.77,4.35,3.65,F,0.0,20,6,0.559,5.08,9.4,4.1,0,1,Cao,,,0.0,,,,1.0,1.0,,
SV0622,2024-2025,2,4,BEB13116,Tư duy thiết kế,1,3,at_risk,6.03,3.17,5.03,2.29,3.66,F,0.0,6,9,0.565,3.61,9.4,4.1,0,1,Cao,,0.0,,,,,,0.0,,
SV0622,2024-2025,2,4,BEB14126,Tiếng Anh nền tảng 1,1,4,at_risk,6.04,2.56,4.34,3.32,3.75,F,0.0,8,10,0.499,3.23,9.4,4.1,0,1,Cao,,,,,,0.0,,,,
SV0622,2024-2025,1,4,DSB43024,Đạo đức trong KHDL,3,3,at_risk,5.1,4.42,1.73,4.04,3.53,F,0.0,10,8,0.909,2.99,9.4,4.1,0,1,Cao,,,,1.0,,,,,,1.0
SV0623,2021-2022,2,1,DSB13002,Tiếng Anh trong CNTT,1,3,average,6.7,5.7,5.86,8.68,7.04,B,3.0,16,3,0.741,6.42,12.3,3.8,1,0,Thấp,1.0,,,,,1.0,,,,
SV0623,2021-2022,2,1,BEB12001,Kỹ năng học thuật,1,2,average,8.24,7.44,5.86,7.93,7.24,B,3.0,36,5,0.844,7.15,12.3,3.8,1,0,Trung bình,,,,,,0.0,,,0.0,
SV0623,2021-2022,2,1,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,average,9.62,4.9,5.48,3.92,5.15,D+,1.5,23,1,0.449,6.5,12.3,3.8,1,0,Trung bình,,1.0,,,,,,,,0.0
SV0623,2021-2022,2,1,DSB23016,Đại số tuyến tính,2,3,average,6.05,7.5,8.05,7.71,7.6,B,3.0,16,4,1.0,4.5,12.3,3.8,1,0,Trung bình,1.0,,1.0,,,,,,,
SV0624,2023-2024,2,3,DSB33020,Dự đoán ứng dụng,3,3,average,7.11,8.09,2.73,5.47,5.33,D+,1.5,17,0,0.698,5.67,17.2,5.4,1,0,Trung bình,,,0.0,1.0,,,,,,
SV0624,2023-2024,1,3,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,average,9.44,4.03,6.64,8.08,6.98,F,0.0,29,5,0.751,7.65,17.2,5.4,1,0,Trung bình,,,,,,0.0,,,,
SV0624,2023-2024,1,3,CSB25018,Phân tích HT & thiết kế CSDL,2,5,average,6.96,4.42,4.8,3.39,4.37,D,1.0,34,3,0.562,6.08,17.2,5.4,1,0,Cao,,0.0,,1.0,0.0,,,,,
SV0624,2023-2024,1,3,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,average,7.18,8.66,6.75,5.73,6.77,C+,2.5,29,3,0.787,5.69,17.2,5.4,1,0,Thấp,,,,,,,1.0,,,
SV0625,2023-2024,1,3,DSB33021,Kỹ thuật mô hình hóa,3,3,good,5.47,3.84,7.47,6.48,6.15,C,2.0,28,0,0.989,7.86,13.0,5.2,1,0,Thấp,,1.0,0.0,,,,,,,
SV0625,2023-2024,1,3,DSB23015,Thách thức dữ liệu 1,2,3,good,6.9,8.43,7.9,7.36,7.69,B,3.0,42,2,0.738,8.59,13.0,5.2,1,0,Thấp,,,1.0,,,,1.0,1.0,,
SV0625,2023-2024,2,3,BEB23122,Triết học Mác-Lênin,1,3,good,6.45,6.95,6.38,7.93,7.12,B,3.0,51,0,1.0,6.84,13.0,5.2,1,0,Thấp,,,,,,,,,,0.0
SV0625,2023-2024,2,3,DSB45025,Thách thức dữ liệu nâng cao,3,5,good,8.0,7.56,6.25,8.78,7.7,B,3.0,35,0,0.682,8.95,13.0,5.2,1,0,Thấp,,,0.0,,,,,1.0,1.0,
SV0626,2022-2023,1,2,BEB22034,Tư tưởng Hồ Chí Minh,1,2,average,6.77,4.4,4.76,7.34,5.92,C,2.0,32,3,0.739,4.9,9.0,5.2,1,0,Trung bình,,,,,,,,,,0.0
SV0626,2022-2023,1,2,BEB14132,Chuẩn bị kỹ năng IELTS L3,1,4,average,5.59,7.97,6.65,7.36,7.09,B,3.0,24,6,1.0,6.63,9.0,5.2,1,0,Trung bình,,,,,,1.0,,,,
SV0626,2022-2023,2,2,BEB23122,Triết học Mác-Lênin,1,3,average,6.64,4.68,6.95,5.1,5.72,C,2.0,40,4,0.585,6.38,9.0,5.2,1,0,Trung bình,,,,,,,,,,0.0
SV0626,2022-2023,1,2,BEB11003,Kỹ năng giao tiếp LT,1,1,average,7.33,5.71,4.18,7.35,6.07,C,2.0,32,7,0.836,6.5,9.0,5.2,1,0,Cao,,,,,,,0.0,,,
SV0627,2023-2024,2,3,CSB25017,Lập trình hướng đối tượng,2,5,below_avg,6.12,5.48,6.18,4.23,5.25,D+,1.5,8,4,0.426,2.87,10.2,4.4,1,0,Trung bình,1.0,1.0,,,,,,,,
SV0627,2023-2024,1,3,DSB33021,Kỹ thuật mô hình hóa,3,3,below_avg,7.22,3.63,4.91,5.85,5.26,D+,1.5,15,5,0.79,3.14,10.2,4.4,1,0,Trung bình,,1.0,1.0,,,,,,,
SV0627,2023-2024,1,3,BEB13009,Khởi sự kinh doanh,1,3,below_avg,5.58,6.66,5.56,6.62,6.21,C,2.0,24,7,0.895,3.63,10.2,4.4,1,0,Cao,,,,1.0,,,,0.0,,
SV0627,2023-2024,1,3,BEB11003,Kỹ năng giao tiếp LT,1,1,below_avg,7.2,4.63,6.97,4.08,5.36,D+,1.5,23,5,0.35,4.89,10.2,4.4,1,0,Trung bình,,,,,,,1.0,,,
SV0628,2024-2025,1,4,BEB15139,Tiếng Anh học thuật 3,1,5,below_avg,7.52,4.36,4.95,4.99,5.11,D+,1.5,7,5,0.602,6.14,9.2,3.8,1,0,Trung bình,,,,,,1.0,,,,
SV0628,2024-2025,1,4,DSB410026,Đồ án tốt nghiệp,5,10,below_avg,5.02,5.79,6.49,3.79,5.12,D+,1.5,10,4,0.398,5.4,9.2,3.8,1,0,Trung bình,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
SV0628,2024-2025,2,4,DSB23016,Đại số tuyến tính,2,3,below_avg,6.29,4.81,5.36,4.9,5.16,D+,1.5,22,7,0.548,4.96,9.2,3.8,1,0,Cao,0.0,,0.0,,,,,,,
SV0628,2024-2025,2,4,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,below_avg,4.92,4.89,5.33,3.8,4.59,D,1.0,15,2,0.118,4.63,9.2,3.8,1,0,Trung bình,,0.0,,,1.0,,,,,
SV0629,2023-2024,1,3,BEB12002,Tin học ứng dụng,1,2,average,8.27,8.24,3.87,6.97,6.42,F,0.0,36,2,0.487,5.9,19.6,4.8,1,0,Thấp,0.0,,,,,,,,,
SV0629,2023-2024,2,3,CSB13054,Nhập môn lập trình và máy tính,2,3,average,8.84,6.09,5.51,5.5,5.95,C,2.0,32,3,0.432,6.46,19.6,4.8,1,0,Trung bình,1.0,,1.0,,,,,,,
SV0629,2023-2024,2,3,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,average,7.8,6.89,6.24,5.67,6.3,C,2.0,29,4,0.755,7.06,19.6,4.8,1,0,Trung bình,,1.0,,,,,,,,0.0
SV0629,2023-2024,1,3,DSB13001,Xác suất thống kê,2,3,average,7.03,7.4,4.9,5.23,5.74,C,2.0,18,2,0.588,4.4,19.6,4.8,1,0,Trung bình,1.0,,0.0,0.0,,,,,,
SV0630,2021-2022,2,1,BEB23122,Triết học Mác-Lênin,1,3,excellent,8.65,7.55,9.67,7.33,8.21,B+,3.5,56,3,1.0,9.31,24.5,5.2,1,0,Thấp,,,,,,,,,,1.0
SV0630,2021-2022,1,1,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,excellent,9.05,7.72,8.2,9.49,8.7,A,4.0,58,1,1.0,8.64,24.5,5.2,1,0,Thấp,1.0,1.0,0.0,,,,,,,
SV0630,2021-2022,1,1,DSB43024,Đạo đức trong KHDL,3,3,excellent,8.7,9.58,8.0,8.27,8.5,F,0.0,53,0,0.478,9.96,24.5,5.2,1,0,Thấp,,,,0.0,,,,,,1.0
SV0630,2021-2022,1,1,BEB12002,Tin học ứng dụng,1,2,excellent,9.74,9.79,7.67,9.29,8.95,A,4.0,63,0,0.93,9.16,24.5,5.2,1,0,Thấp,0.0,,,,,,,,,
SV0631,2021-2022,2,1,BEB23122,Triết học Mác-Lênin,1,3,average,8.3,7.56,5.97,5.71,6.42,F,0.0,26,0,0.865,6.28,13.5,6.1,1,0,Thấp,,,,,,,,,,0.0
SV0631,2021-2022,2,1,DSB33019,Thách thức dữ liệu 3,3,3,average,4.8,6.45,6.4,6.67,6.36,C,2.0,22,3,0.823,7.06,13.5,6.1,1,0,Thấp,,,0.0,,,,1.0,,0.0,
SV0631,2021-2022,2,1,BEB14137,Tiếng Anh học thuật 1,1,4,average,7.14,6.68,6.94,4.97,6.12,C,2.0,26,3,1.0,5.0,13.5,6.1,1,0,Thấp,,,,,,1.0,,,,
SV0631,2021-2022,2,1,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,average,6.77,6.16,7.46,8.63,7.6,B,3.0,33,4,0.712,5.67,13.5,6.1,1,0,Trung bình,,1.0,,,1.0,,,,,
SV0632,2024-2025,2,4,BEB14137,Tiếng Anh học thuật 1,1,4,below_avg,7.52,5.53,5.65,5.16,5.62,C,2.0,12,3,0.542,4.8,23.6,6.1,1,0,Trung bình,,,,,,1.0,,,,
SV0632,2024-2025,2,4,BEB14126,Tiếng Anh nền tảng 1,1,4,below_avg,5.84,2.96,2.27,5.38,4.01,D,1.0,14,4,0.466,4.09,23.6,6.1,1,0,Cao,,,,,,1.0,,,,
