ma_sv,ma_mon,ten_mon,clo_id,clo_desc,plo,level,bloom,diem_clo,dat_clo,exam_type
SV0582,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,10.0,1,final
SV0582,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,9.92,1,midterm
SV0582,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,10.0,1,final
SV0582,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,10.0,1,assignment
SV0582,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,10.0,1,final
SV0582,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,8.79,1,assignment
SV0582,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,8.93,1,assignment
SV0582,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,8.15,1,assignment
SV0582,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,8.41,1,midterm
SV0582,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,9.95,1,assignment
SV0582,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,9.38,1,midterm
SV0582,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,10.0,1,midterm
SV0583,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,3.54,0,midterm
SV0583,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,5.28,0,final
SV0583,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,3.73,0,assignment
SV0583,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,5.21,0,midterm
SV0583,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,3.97,0,midterm
SV0583,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,4.13,0,midterm
SV0583,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,5.45,0,final
SV0583,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,5.9,1,midterm
SV0583,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,6.2,1,midterm
SV0583,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,4.27,0,final
SV0583,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,6.6,1,assignment
SV0583,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,4.25,0,assignment
SV0583,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,3.6,0,assignment
SV0584,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,6.29,1,assignment
SV0584,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,6.61,1,assignment
SV0584,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,5.5,0,midterm
SV0584,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,6.63,1,midterm
SV0584,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,2.73,0,midterm
SV0584,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,4.92,0,midterm
SV0584,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,5.3,0,assignment
SV0584,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,4.05,0,assignment
SV0584,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,4.76,0,assignment
SV0584,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,3.82,0,midterm
SV0584,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,6.59,1,midterm
SV0584,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,5.67,1,midterm
SV0584,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,7.77,1,final
SV0584,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,4.51,0,final
SV0584,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,7.0,1,final
SV0585,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,8.62,1,assignment
SV0585,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,5.81,1,final
SV0585,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,8.04,1,final
SV0585,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,5.24,0,assignment
SV0585,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,6.24,1,final
SV0585,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,8.61,1,assignment
SV0585,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,7.32,1,midterm
SV0585,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,6.61,1,final
SV0585,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,5.95,1,final
SV0585,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,6.65,1,midterm
SV0585,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,5.93,1,final
SV0585,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,8.49,1,midterm
SV0585,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,5.57,1,midterm
SV0585,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,4.7,0,midterm
SV0586,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,8.2,1,assignment
SV0586,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,7.74,1,final
SV0586,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,8.26,1,assignment
SV0586,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,7.97,1,midterm
SV0586,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,7.35,1,assignment
SV0586,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,9.02,1,final
SV0586,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,8.92,1,assignment
SV0586,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,8.53,1,final
SV0586,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,8.71,1,final
SV0586,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,8.42,1,midterm
SV0586,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,10.0,1,final
SV0586,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,9.21,1,assignment
SV0586,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,10.0,1,final
SV0586,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,8.98,1,midterm
SV0587,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,9.11,1,midterm
SV0587,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,9.94,1,assignment
SV0587,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,7.72,1,midterm
SV0587,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,7.79,1,assignment
SV0587,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,8.31,1,assignment
SV0587,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,8.11,1,assignment
SV0587,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,9.7,1,assignment
SV0587,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,7.6,1,final
SV0587,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,7.1,1,final
SV0587,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,7.57,1,midterm
SV0587,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,6.89,1,final
SV0587,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,6.51,1,final
SV0587,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,8.9,1,assignment
SV0587,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,8.41,1,assignment
SV0588,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,7.0,1,final
SV0588,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,5.51,1,final
SV0588,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,4.75,0,assignment
SV0588,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,6.92,1,assignment
SV0588,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,7.03,1,final
SV0588,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,8.14,1,final
SV0588,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,9.01,1,final
SV0588,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,7.3,1,midterm
SV0588,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,6.92,1,final
SV0588,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,5.39,0,assignment
SV0588,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,8.33,1,midterm
SV0588,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,4.74,0,assignment
SV0588,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,8.59,1,final
SV0588,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,6.58,1,midterm
SV0589,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,8.39,1,final
SV0589,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,8.31,1,final
SV0589,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,7.18,1,midterm
SV0589,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,8.55,1,midterm
SV0589,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,8.8,1,assignment
SV0589,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,7.45,1,midterm
SV0589,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,7.49,1,assignment
SV0589,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,7.56,1,final
SV0589,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,5.27,0,assignment
SV0589,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,8.31,1,assignment
SV0589,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,10.0,1,assignment
SV0589,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,7.77,1,midterm
SV0589,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,8.57,1,midterm
SV0589,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,6.92,1,midterm
SV0590,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,5.76,1,final
SV0590,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,5.42,0,final
SV0590,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,4.29,0,assignment
SV0590,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,5.9,1,midterm
SV0590,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,3.07,0,final
SV0590,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,3.71,0,assignment
SV0590,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,5.71,1,assignment
SV0590,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,5.11,0,assignment
SV0590,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,5.11,0,midterm
SV0590,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,5.25,0,midterm
SV0590,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,4.57,0,assignment
SV0590,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,3.7,0,midterm
SV0590,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,4.26,0,final
SV0590,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,4.36,0,assignment
SV0590,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,2.8,0,final
SV0591,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,5.9,1,midterm
SV0591,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,6.8,1,assignment
SV0591,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,6.23,1,midterm
SV0591,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,4.21,0,assignment
SV0591,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,6.13,1,final
SV0591,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,7.26,1,midterm
SV0591,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,5.25,0,assignment
SV0591,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,4.93,0,final
SV0591,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,5.53,1,midterm
SV0591,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,5.87,1,assignment
SV0591,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,4.43,0,midterm
SV0591,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,6.37,1,midterm
SV0591,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,5.23,0,midterm
SV0592,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,4.07,0,midterm
SV0592,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,4.51,0,final
SV0592,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,4.37,0,midterm
SV0592,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,3.64,0,final
SV0592,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,5.84,1,final
SV0592,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,3.93,0,midterm
SV0592,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,5.03,0,final
SV0592,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,6.07,1,assignment
SV0592,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,2.81,0,midterm
SV0592,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,1.14,0,assignment
SV0592,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,5.99,1,final
SV0592,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,6.1,1,midterm
SV0592,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,5.55,1,assignment
SV0592,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,5.95,1,midterm
SV0592,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,4.95,0,midterm
SV0593,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,2.19,0,final
SV0593,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,2.55,0,final
SV0593,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,2.75,0,assignment
SV0593,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,1.83,0,assignment
SV0593,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,4.69,0,assignment
SV0593,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,0.97,0,assignment
SV0593,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,3.5,0,midterm
